id,name,code,iata,sign,country,status
3680,Norrlandsflyg,,HMF,LIFEGUARD SWEDEN,Sweden,1
3681,Norse Air Charter,,NRX,NORSE AIR,South Africa,1
3682,Norsk Flyrjeneste,,NIR,NORSEMAN,Norway,1
3683,Norsk Helikopter,,NOR,NORSKE,Norway,1
3684,Norsk Luftambulanse,,DOC,HELIDOC,Norway,1
3685,Nortavia,,RTV,TIC-TAC,Portugal,1
3686,North Adria Aviation,,NAI,NORTH-ADRIA,Croatia,1
3687,North American Airlines,,NTM,NORTHAM,Canada,1
3688,North American Charters,,HMR,HAMMER,Canada,1
3689,North American Jet Charter Group,,NAJ,JET GROUP,United States,1
3690,North Atlantic Air Inc,,NAT,MASS AIR,United States,1
3691,North Atlantic Cargo,,NFC,NORTH ATLANTIC,Norway,1
3692,North British Airlines,,NBN,TEESAIR,United Kingdom,1
3693,North Caribou Flying Service Ltd,,NCB,NORTH CARIBOU,Canada,1
3694,North Coast Air Services Ltd,,NCC,NORTH COAST,Canada,1
3696,North Flying,M3,NFA,NORTH FLYING,Denmark,1
3697,North Sea Airways,,NRC,NORTH SEA,Netherlands,1
3698,North Star Air Cargo,,SBX,SKY BOX,United States,1
3699,North Vancouver Airlines,,NRV,NORVAN,Canada,1
3700,North West Airlines,,NWW,HALANT,Australia,1
3701,North West Geomatics,,PTO,PHOTO,Canada,1
3702,North-East Airlines,,NEN,NORTHEAST SWAN,Nigeria,1
3703,North-West Air Transport Company - Vyborg,,VBG,VYBORG AIR,Russia,1
3704,North-Wright Airways,HW,NWL,NORTHWRIGHT,Canada,1
3705,Northafrican Air Transport,,NLL,NORTHAFRICAN AIR,Libya,1
3706,Northaire Feight Lines,,NFL,GREAT LAKES,United States,1
3707,Northamptonshire School of Flying,,NSF,NORTON,United Kingdom,1
3708,Northcoast Executive Airlines,,NCE,TOP HAT,United States,1
3709,Northeast Airlines,,NEE,NORTHEAST,United States,1
3710,Northeast Aviation,,NPX,NORTHEAST EXPRESS,United States,1
3711,Northern Air Cargo,NC,NAC,YUKON,United States,1
3712,Northern Airlines Sanya,,BYC,BEIYA,China,1
3713,Northern Airways,,NDA,NORTHERN DAKOTA,United States,1
3714,Northern Aviation Service,,CMU,LANNA AIR,Thailand,1
3716,Northern Executive Aviation,,NEX,NEATAX,United Kingdom,1
3717,Northern Illinois Commuter,,NIC,ILLINOIS COMMUTER,United States,1
3718,Northern Jet Management,,NTX,NORTAX,United States,1
3719,Northern Thunderbird Air,,NTA,THUNDERBIRD,Canada,1
3720,Northland Aviation,,KOE,KOKEE,United States,1
3721,Northstar Aviation,,NSS,NORTHSTAR,United States,1
3722,Northumbria Helicopters,,NHL,NORTHUMBRIA,United Kingdom,1
3723,Northway Aviation Ltd,,NAL,NORTHWAY,Canada,1
3724,Northwest Aero Associates,,NWE,,United States,1
3725,Northwest Airlines,NW,NWA,NORTHWEST,United States,1
3726,Northwest Regional Airlines,FY,NWR,,Australia,1
3727,Northwest Territorial Airways,,NWT,TERRITORIAL,Canada,1
3728,Northwestern Air,J3,PLR,POLARIS,Canada,1
3729,Northwinds Northern,,NWN,NORTHWINDS,Canada,1
3730,Nortland Air Manitoba,,NAM,MANITOBA,Canada,1
3731,Norwegian Air Shuttle,DY,NAX,NOR SHUTTLE,Norway,1
3732,Norwegian Aviation College,,TFN,SPRIT,Norway,1
3733,Notams International,,XNT,,United States,1
3734,Nouvel Air Tunisie,BJ,LBT,NOUVELAIR,Tunisia,1
3735,Nova Airline,M4,NOV,NOVANILE,Sudan,1
3736,Nova Scotia Department of Lands and Forests,,PTR,PATROL,Canada,1
3737,Novair,1I,NVR,NAVIGATOR,Sweden,1
3738,Novogorod Air Enterprise,,NVG,SADKO AVIA,Russia,1
3739,Novosibirsk Aircraft Repairing Plant,,NSP,NARPAIR,Russia,1
3740,Novosibirsk Aviaenterprise,,NBE,NAKAIR,Russia,1
3741,Novosibirsk Aviation Production Association,,NPO,NOVSIB,Russia,1
3742,Noy Aviation,,NOY,NOY AVIATION,Israel,1
3743,Nuevo Continente,N6,ACQ,AERO CONTINENTE,Peru,1
3744,Nuevo Horizonte Internacional,,NHR,NUEVO HORIZONTE,Mexico,1
3745,Nunasi-Central Airlines,,NUN,NUNASI,Canada,1
3746,Nurman Avia Indopura,,NIN,NURVINDO,Indonesia,1
3747,Nyasa Express,,NYS,NYASA,Malawi,1
3748,Nas Air,XY,KNE,NAS EXPRESS,Saudi Arabia,1
3749,O Air,,OCN,O-BIRD,France,1
3750,O'Connor Airlines,UQ,OCM,OCONNOR,Australia,1
3752,OSACOM,,JPA,J-PAT,United States,1
3753,Oasis Hong Kong Airlines,O8,OHK,OASIS,Hong Kong,1
3754,Ocean Air,,BCN,BLUE OCEAN,Mauritania,1
3755,Ocean Airlines,VC,VCX,OCEANCARGO,Italy,1
3756,Ocean Sky (UK),,OCS,OCEANSKY,United Kingdom,1
3757,Ocean Wings Commuter Service,,TUK,TUCKERNUCK,United States,1
3758,Oceanair,O6,ONE,OCEANAIR,Brazil,1
3760,Odessa Airlines,,ODS,ODESSA AIR,Ukraine,1
3761,Odyssey International,,ODY,ODYSSEY,Canada,1
3762,Office Federal De'Aviation Civile,,FOC,FOCA,Switzerland,1
3763,Ogooue Air Cargo,,GBO,,Gabon,1
3764,Okada Airlines,,OKJ,OKADA AIR,Nigeria,1
3765,Okapi Airways,,OKP,OKAPI,Democratic Republic of Congo,1
3766,Okay Airways,,OKA,OKAYJET,China,1
3767,Oklahoma Department of Public Safety,,OKL,OKLAHOMA,United States,1
3768,Olimex Aerotaxi,,OLX,OLIMEX,Czech Republic,1
3769,Olimp Air,,KVK,PONTA,Kazakhstan,1
3770,Olympic Airlines,OA,OAL,OLYMPIC,Greece,1
3771,Olympic Aviation,,OLY,OLAVIA,Greece,1
3772,Oman Air,WY,OMA,OMAN AIR,Oman,1
3773,Oman Royal Flight,,ORF,OMAN,Oman,1
3774,Omni - Aviacao e Tecnologia,,OAV,OMNI,Portugal,1
3775,Omni Air International,OY,OAE,OMNI-EXPRESS,United States,1
3776,Omniflys,,OMF,OMNIFLYS,Mexico,1
3777,Omskavia Airline,N3,OMS,OMSK,Russia,1
3778,On Air Limited,,ORL,ON AIR,Canada,1
3779,One Two Go Airlines,,OTG,THAI EXPRESS,Thailand,1
3780,Onetime Airlines Zambia,,OTM,ZEDTIME,Zambia,1
3781,Ontario Ministry of Health,,MED,MEDICAL,Canada,1
3782,Onur Air,8Q,OHY,ONUR AIR,Turkey,1
3783,Opal Air,,OPA,,Australia,1
3784,Open Sky Aviation,,OSA,,Lebanon,1
3785,OpenSkies,,BOS,MISTRAL,United Kingdom,1
3786,Operadora Turistica Aurora,,ORR,TURISTICA AURORA,Mexico,1
3787,Operadora de Lineas Ejecutivas,,OLE,OPERADORA,Mexico,1
3788,Operadora de Transportes Aereos,,OTP,OPERADORA AEREO,Mexico,1
3789,Operadora de Veulos Ejectutivos,,OPV,OPERADORA DE VUELOS,Mexico,1
3790,Operation Enduring Freedom,,LLO,APOLLO,Canada,1
3791,Operational Aviation Services,,OAX,,Australia,1
3792,Orange Air Services,,ORD,ORANGE SERVICES,Sierra Leone,1
3793,Orange Air Sierra Leone,,ORJ,ORANGE SIERRA,Sierra Leone,1
3794,Orange Aviation,,ORE,ORANGE AVIATION,Israel,1
3795,Orbit Express Airlines,,ORX,OREX,Turkey,1
3796,Orca Air,,ORK,ORCA TAXI,Egypt,1
3797,Orebro Aviation,,BUE,BLUELIGHT,Sweden,1
3798,Orel State Air Enterprise,,ORM,ORPRISE,Russia,1
3799,Orenburg Airlines,R2,ORB,ORENBURG,Russia,1
3800,Organizacion De Transportes Aereos,,OTA,ORGANIZACION,Mexico,1
3801,Organizacoes Mambra,,OML,MAMBRA,Angola,1
3802,Orient Air,,OVV,ORIENTSYR,Syrian Arab Republic,1
3803,Orient Airlines,,OTR,ORIENTROC,Sudan,1
3804,Orient Airways,,ORN,ORIENT LINER,Pakistan,1
3805,Orient Thai Airlines,OX,OEA,ORIENT THAI,Thailand,1
3806,Oriental Air Bridge,,NGK,ORIENTAL BRIDGE,Japan,1
3807,Oriental Airlines,,OAC,ORIENTAL AIR,Nigeria,1
3808,Origin Pacific Airways,QO,OGN,ORIGIN,New Zealand,1
3809,Orion Air Charter,,OED,ORION CHARTER,South Africa,1
3810,Orion-x,,OIX,ORIONIX,Russia,1
3811,Orlan-2000,,KOV,ORLAN,Kazakhstan,1
3812,Ornage Aircraft Leasing,,RNG,ORANGE,Netherlands,1
3813,Orscom Tourist Installations Company,,OAD,ORSCOM,Egypt,1
3814,Osh Avia,,OSH,OSH AVIA,Kyrgyzstan,1
3815,Ostend Air College,,OCO,AIR COLLEGE,Belgium,1
3816,Ostfriesische Lufttransport,OL,OLT,OLTRA,Germany,1
3817,Oulun Tilauslento,,FNL,FINN FLIGHT,Finland,1
3818,Our Airline,ON,RON,OUR AIRLINE,Nauru,1
3819,Out Of The Blue Air Safaris,,OOT,OOTBAS,South Africa,1
3820,Overland Airways,OJ,OLA,OVERLAND,Nigeria,1
3821,Oxaero,,OXE,OXOE,United Kingdom,1
3822,Oxford Air Services,,WDK,WOODSTOCK,United Kingdom,1
3823,Oxley Aviation,,OAA,,Australia,1
3824,Ozark Air Lines,OZ,OZR,OZARK,United States,1
3825,Ozjet Airlines,O7,OZJ,AUSJET,Australia,1
3826,P & P Floss Pick Manufacturers,,KTL,KNOTTSBERRY,South Africa,1
3827,PAC Air,,PCR,PACAIR,United States,1
3828,PAN Air,PV,PNR,SKYJET,Spain,1
3829,PB Air,9Q,PBA,PEEBEE AIR,Thailand,1
3830,PDQ Air Charter,,PDQ,DISPATCH,United States,1
3831,PHH Aviation System,,XAS,,United States,1
3832,PLM Dollar Group,,PDG,OSPREY,United Kingdom,1
3833,PLUNA,PU,PUA,PLUNA,Uruguay,1
3834,PMTair,U4,PMT,MULTITRADE,Cambodia,1
3835,PRT Aviation,,PRP,PRONTO,Spain,1
3836,PSA Airlines,,JIA,BLUE STREAK,United States,1
3837,PTL Luftfahrtunternehemen,,KST,KING STAR,Germany,1
3838,Paccair,,WIS,WISCAIR,United States,1
3839,Pace Airlines,Y5,PCE,PACE,United States,1
3840,Pacific Air Boats,,PAB,AIR BOATS,Canada,1
3841,Pacific Air Charter,,PRC,PACIFIC CHARTER,United States,1
3842,Pacific Air Express,,PCF,PACIFIC EXPRESS,United States,1
3843,Pacific Air Transport,,PXP,PAK EXPRESS,United States,1
3844,Jetstar Pacific,BL,PIC,PACIFIC AIRLINES,Vietnam,1
3845,Pacific Alaska Airlines,,PAK,PACIFIC ALASKA,United States,1
3846,Pacific Aviation (Australia),,PCV,PACAV,Australia,1
3847,Pacific Aviation (United States),,PCX,,United States,1
3848,Pacific Blue,DJ,PBN,BLUEBIRD,New Zealand,1
3849,Pacific Coast Airlines,,PQA,SAGE BRUSH,United States,1
3850,Pacific Coastal Airline,8P,PCO,PASCO,Canada,1
3851,Pacific East Asia Cargo Airlines,Q8,PEC,PAC-EAST CARGO,Philippines,1
3852,Pacific Flight Services,,PFA,PACIFIC SING,Singapore,1
3853,Pacific International Airlines,,PIN,ROAD RUNNERS,United States,1
3854,Pacific Island Aviation,,PSA,PACIFIC ISLE,United States,1
3855,Pacific Jet,,PCJ,PACIFIC JET,United States,1
3856,Pacific Pearl Airways,,PPM,PACIFIC PEARL,Philippines,1
3857,Pacific Rim Airways,,PAR,PACRIM,Australia,1
3858,Pacific Southwest Airlines,PS,PSX,SMILEY,United States,1
3859,Pacific Wings,LW,NMI,TSUNAMI,United States,1
3861,Pacificair Airlines,,PFR,PACIFIC WEST,United States,1
3862,Package Express,,RCY,RACE CITY,United States,1
3863,Paisajes Espanoles,,PAE,PAISAJES,Spain,1
3864,Pak West Airlines,,PKW,PLATINUM WEST,United States,1
3865,Pakistan International Airlines,PK,PIA,PAKISTAN,Pakistan,1
3866,Pakker Avio,,PKR,PAKKER AVIO,Estonia,1
3867,Pal Aerolineas,,LPA,LINEASPAL,Mexico,1
3868,Palau Asia Pacific Airlines,,PPC,PALAU ASIAPAC,Palau,1
3869,Palau Trans Pacific Airline,GP,PTP,TRANS PACIFIC,Palau,1
3870,Palestinian Airlines,PF,PNW,PALESTINIAN,Egypt,1
3871,Palmer Aviation,,JSP,PALMER,United Kingdom,1
3872,Pamir Airways,NR,PIR,PAMIR,Afghanistan,1
3873,Pan African Air Services,,PFN,PANAFRICAN,Sierra Leone,1
3874,Pan African Airways,,ODM,,Kenya,1
3875,Pan Air,,PAX,PANNEX,United States,1
3876,Pan Am Weather Systems,,XPA,,United States,1
3877,Pan Am World Airways,,PWD,,Dominican Republic,1
3878,Pan American Airways,PA,PAA,,United States,1
3879,Pan American World Airways,PA,PAA,CLIPPER,United States,1
3880,Pan Europeenne Air Service,,PEA,,France,1
3881,Pan Havacilik Ve Ticaret,,PHT,PANANK,Turkey,1
3882,Pan Malaysian Air Transport,,PMA,PAN MALAYSIA,Malaysia,1
3883,Pan-Air,,PNC,PANAIRSA,Mexico,1
3884,Panafrican Airways,PQ,PNF,PANWAYS,Ivory Coast,1
3885,Panagra Airways,,PGI,PANAGRA,United States,1
3886,Panamedia,,PEI,PANAMEDIA,Spain,1
3887,Panavia,,PVI,,Panama,1
3888,Panh,,PNH,KUBAN LIK,Russia,1
3889,Pannon Air Service,,PHU,PANNON,Hungary,1
3890,Panorama,,PNM,PANORAMA,Spain,1
3891,Panorama Air Tour,,PAH,LANI,United States,1
3892,Panorama Flight Service,,AFD,AIRFED,United States,1
3893,Pantanal Linhas Aéreas,P8,PTN,PANTANAL,Brazil,1
3894,Papair Terminal,,HMP,PAPAIR TERMINAL,Haiti,1
3895,Paradise Airways,,PAI,SEA RAY,United States,1
3896,Paradise Island Airways,,PDI,PARADISE ISLAND,United States,1
3897,Paragon Air Express,,PGX,PARAGON EXPRESS,United States,1
3898,Paragon Global Flight Support,,PGF,,United Kingdom,1
3899,Paramount Airlines,,PRR,PARAMOUNT,Sierra Leone,1
3900,Paramount Airways,I7,PMW,PARAWAY,India,1
3901,Parcel Express,,APE,AIR PARCEL,United States,1
3902,Pariz Air,,IRE,PARIZAIR,Iran,1
3903,Pars Aviation Service,,PRA,PARSAVIA,Iran,1
3904,Parsa,,PST,TURISMO REGIONAL,Panama,1
3905,Parsons Airways Northern,,FAP,,Canada,1
3906,Pascan Aviation,,PSC,PASCAN,Canada,1
3907,Passaredo Transportes Aereos,,PTB,PASSAREDO,Brazil,1
3908,Patria Cargas Aereas,,PTC,PATRIA,Argentina,1
3909,Patriot Aviation Limited,,BYT,BYTE,United Kingdom,1
3910,Patterson Aviation Company,,ETL,ENTEL,United States,1
3911,Pawan Hans,,PHE,PAWAN HANS,India,1
3912,Payam Air,,IRP,PAYAMAIR,Iran,1
3913,Peach Air,,KGC,GOLDCREST,United Kingdom,1
3914,Pearl Air,,PRL,PEARL LINE,Pakistan,1
3915,Pearl Air Services,,PBY,PEARL SERVICES,Uganda,1
3916,Pearl Airways,HP,HPA,PEARL AIRWAYS,Haiti,1
3917,Peau Vava%Gʻ%@u,,PVU,PEAU,Tonga,1
3918,Pecotox Air,,PXA,PECOTOX,Moldova,1
3919,Pegasus Airlines,PC,PGT,SUNTURK,Turkey,1
3920,Pegasus Aviation,,PEV,PEGAVIATION,Greece,1
3922,Pegasus Helicopters,,HAK,HELIFALCON,Norway,1
3923,Pelican Air Services,,PDF,PELICAN AIRWAYS,South Africa,1
3924,Pelican Express,,PEX,PELICAN EXPRESS,United States,1
3925,Pelita Air Service,,PAS,PELITA,Indonesia,1
3926,Pem-Air,,PEM,PEM-AIR,Canada,1
3927,Pen-Avia,,PDY,PENDLEY,United Kingdom,1
3928,Peninsula Airways,KS,PEN,PENINSULA,United States,1
3929,Peninter Aerea,,PNE,PENINTER,Mexico,1
3930,Penya De L'Aire,,PCA,PENA DEL AIRE,Spain,1
3931,Peran,,CVT,CVETA,Kazakhstan,1
3932,Perforadora Central,,PCC,PERFORADORA CENTRAL,Mexico,1
3933,Perimeter Aviation,,PAG,PERIMETER,Canada,1
3934,Perm Airlines,P9,PGP,PERM AIR,Russia,1
3935,Personas Y Pasquetes Por Air,,PPQ,PERSONSPAQ,Mexico,1
3936,Peruvian Air Force,,FPR,,Peru,1
3937,Peruvian Navy,,INP,,Peru,1
3938,Petroleos Mexicanos,,PMX,PEMEX,Mexico,1
3939,Petroleum Helicopters,,PHM,PETROLEUM,United States,1
3940,Petroleum Helicopters de Colombia,,PHC,HELICOPTERS,Colombia,1
3941,Petropavlovsk-Kamchatsk Air Enterprise,,PTK,PETROKAM,Russia,1
3942,Petty Transport,,PTY,PETTY,United States,1
3943,Phenix Aviation,,PHV,NEW BIRD,France,1
3944,Phetchabun Airline,,PMY,PHETCHABUN AIR,Thailand,1
3945,Philippine Airlines,PR,PAL,PHILIPPINE,Philippines,1
3946,Philips Aviation Services,,PHI,PHILAIR,Netherlands,1
3947,Phillips Air,,BCH,BEACHBALL,United States,1
3948,Phillips Alaska,,PDD,PADA,United States,1
3949,Phillips Michigan City Flying Service,,PHL,PHILLIPS,United States,1
3950,Phoebus Apollo Aviation,,PHB,PHOEBUS,South Africa,1
3951,Phoebus Apolloa Zambia,,KZM,CARZAM,Zambia,1
3952,Phoenix Air Group,,PHA,GRAY BIRD,United States,1
3953,Phoenix Air Lines,,PHN,PHOENIX BRASIL,Brazil,1
3954,Phoenix Air Service,,PAM,PHOENIX,Germany,1
3955,Phoenix Air Transport,,PPG,PAPAGO,United States,1
3956,Phoenix Airline Services,,WDY,WINDYCITY,United States,1
3958,Phoenix Avia,,PHY,PHOENIX ARMENIA,Armenia,1
3959,Phoenix Aviation,,PHG,PHOENIX GROUP,Kyrgyzstan,1
